囟,s ɵ n ˧
囟門,s ɵ n ˧   m uː n ˨ ˩
因,j ɐ n ˥
因之,j ɐ n ˥   t s iː ˥
因人成事,j ɐ n ˥   j ɐ n ˨ ˩   s ɪ ŋ ˨ ˩   s iː ˨
因人而異,j ɐ n ˥   j ɐ n ˨ ˩   j iː ˨ ˩   j iː ˨
因住,j ɐ n ˥   t s yː ˨
因住凍親,j ɐ n ˥   t s yː ˨   t ʊ ŋ ˧   t sʰ ɐ n ˥
因住電親,j ɐ n ˥   t s yː ˨   t iː n ˨   t sʰ ɐ n ˥
因公殉職,j ɐ n ˥   k ʊ ŋ ˥   s ɵ n ˥   t s ɪ k ˥
因利乘便,j ɐ n ˥   l e i ˨   s ɪ ŋ ˨ ˩   p iː n ˨
因勢利導,j ɐ n ˥   s ɐ i ˧   l e i ˨   t o u ˨
因噎廢食,j ɐ n ˥   j iː t ˧   f ɐ i ˧   s ɪ k ˨
因地制宜,j ɐ n ˥   t e i ˨   t s ɐ i ˧   j iː ˨ ˩
因子,j ɐ n ˥   t s iː ˧ ˥
因小失大,j ɐ n ˥   s iː u ˧ ˥   s ɐ t ˥   t aː i ˨
因式,j ɐ n ˥   s ɪ k ˥
因式分解,j ɐ n ˥   s ɪ k ˥   f ɐ n ˥   k aː i ˧ ˥
因循,j ɐ n ˥   t sʰ ɵ n ˨ ˩
因循守舊,j ɐ n ˥   t sʰ ɵ n ˨ ˩   s ɐ u ˧ ˥   k ɐ u ˨
因應,j ɐ n ˥   j ɪ ŋ ˧
因故,j ɐ n ˥   k uː ˧
因數,j ɐ n ˥   s o u ˧
因數分解,j ɐ n ˥   s o u ˧   f ɐ n ˥   k aː i ˧ ˥
因時制宜,j ɐ n ˥   s iː ˨ ˩   t s ɐ i ˧   j iː ˨ ˩
因材施教,j ɐ n ˥   t sʰ ɔː i ˨ ˩   s iː ˥   k aː u ˧
因果,j ɐ n ˥   k w ɔː ˧ ˥
因果報應,j ɐ n ˥   k w ɔː ˧ ˥   p o u ˧   j ɪ ŋ ˧
因果律,j ɐ n ˥   k w ɔː ˧ ˥   l ɵ t ˨
因果論,j ɐ n ˥   k w ɔː ˧ ˥   l ɵ n ˨
因果關係,j ɐ n ˥   k w ɔː ˧ ˥   k w aː n ˥   h ɐ i ˨
因此,j ɐ n ˥   t sʰ iː ˧ ˥
因此之故,j ɐ n ˥   t sʰ iː ˧ ˥   t s iː ˥   k uː ˧
因為,j ɐ n ˥   w ɐ i ˨
因由,j ɐ n ˥   j ɐ u ˨ ˩
因禍得福,j ɐ n ˥   w ɔː ˨   t ɐ k ˥   f ʊ k ˥
因素,j ɐ n ˥   s o u ˧
因緣,j ɐ n ˥   j yː n ˨ ˩
因緣際會,j ɐ n ˥   j yː n ˨ ˩   t s ɐ i ˧   w uː i ˨
因而,j ɐ n ˥   j iː ˨ ˩
因襲,j ɐ n ˥   t s aː p ˨
因襲陳規,j ɐ n ˥   t s aː p ˨   t sʰ ɐ n ˨ ˩   kʰ w ɐ i ˥
因陋就簡,j ɐ n ˥   l ɐ u ˨   t s ɐ u ˨   k aː n ˧ ˥
因雨取消,j ɐ n ˥   j yː ˩ ˧   t sʰ ɵ y ˧ ˥   s iː u ˥
因雨延期,j ɐ n ˥   j yː ˩ ˧   j iː n ˨ ˩   kʰ e i ˨ ˩
囡,n aː m ˨ ˩
囡,"n ɵ y ˧ ˥, l ɵ y ˧ ˥"
囡囡,"n ɵ y ˨ ˩   n ɵ y ˧ ˥, l ɵ y ˨ ˩   l ɵ y ˧ ˥"
囤,"t ɵ n ˨, tʰ yː n ˨ ˩"
囧,k w ɪ ŋ ˧ ˥
囪,"t sʰ œː ŋ ˥, t sʰ ʊ ŋ ˥"
囫,f ɐ t ˥
囫圇,f ɐ t ˥   l ɵ n ˨ ˩
囫圇吞棗,f ɐ t ˥   l ɵ n ˨ ˩   tʰ ɐ n ˥   t s o u ˧ ˥
囬,w uː i ˨ ˩
囮,"j ɐ u ˨ ˩, ŋ ɔː ˨ ˩"
囯,k w ɔː k ˧
困,kʰ w ɐ n ˧
困lift,w ɐ n ˧   l iː p ˥
困𨋢,w ɐ n ˧   l iː p ˥
困境,kʰ w ɐ n ˧   k ɪ ŋ ˧ ˥
困守,kʰ w ɐ n ˧   s ɐ u ˧ ˥
困局,kʰ w ɐ n ˧   k ʊ k ˨
困惑,kʰ w ɐ n ˧   w aː k ˨
困擾,kʰ w ɐ n ˧   j iː u ˧ ˥
困猎,w ɐ n ˧   l iː p ˥
困獸之鬥,kʰ w ɐ n ˧   s ɐ u ˧   t s iː ˥   t ɐ u ˧
困獸猶鬥,kʰ w ɐ n ˧   s ɐ u ˧   j ɐ u ˨ ˩   t ɐ u ˧
困窘,kʰ w ɐ n ˧   kʰ w ɐ n ˧
困窮,kʰ w ɐ n ˧   kʰ ʊ ŋ ˨ ˩
困苦,kʰ w ɐ n ˧   f uː ˧ ˥
困[車＋立],w ɐ n ˧   l iː p ˥
困難,"kʰ w ɐ n ˧   n aː n ˨ ˩, kʰ w ɐ n ˧   l aː n ˨ ˩"
困難重重,"kʰ w ɐ n ˧   n aː n ˨ ˩   t sʰ ʊ ŋ ˨ ˩   t sʰ ʊ ŋ ˨ ˩, kʰ w ɐ n ˧   l aː n ˨ ˩   t sʰ ʊ ŋ ˨ ˩   t sʰ ʊ ŋ ˨ ˩"
困頓,kʰ w ɐ n ˧   t ɵ n ˨
囷,kʰ w ɐ n ˥
囹,l ɪ ŋ ˨ ˩
囹圄,l ɪ ŋ ˨ ˩   j yː ˩ ˧
固,k uː ˧
固執,k uː ˧   t s ɐ p ˥
固執己見,k uː ˧   t s ɐ p ˥   k e i ˧ ˥   k iː n ˧
固定,k uː ˧   t ɪ ŋ ˨
固有,k uː ˧   j ɐ u ˩ ˧
固然,k uː ˧   j iː n ˨ ˩
固體,k uː ˧   tʰ ɐ i ˧ ˥
囿,j ɐ u ˨
圁,ŋ ɐ n ˨ ˩
圂,w ɐ n ˨
圃,"p o u ˧ ˥, pʰ o u ˧ ˥"
圄,j yː ˩ ˧
圇,l ɵ n ˨ ˩
圈,"k yː n ˨, h yː n ˥"
圈中人,h yː n ˥   t s ʊ ŋ ˥   j ɐ n ˨ ˩
圉,j yː ˩ ˧
圊,t sʰ ɪ ŋ ˥
國,k w ɔː k ˧
國事,k w ɔː k ˧   s iː ˨
國事犯,k w ɔː k ˧   s iː ˨   f aː n ˧ ˥
國交,k w ɔː k ˧   k aː u ˥
國代,k w ɔː k ˧   t ɔː i ˨
國代選舉,k w ɔː k ˧   t ɔː i ˨   s yː n ˧ ˥   k ɵ y ˧ ˥
國企,k w ɔː k ˧   kʰ e i ˩ ˧
國債,k w ɔː k ˧   t s aː i ˧
國內,"k w ɔː k ˧   n ɔː i ˨, k w ɔː k ˧   l ɔː i ˨"
國內外,"k w ɔː k ˧   n ɔː i ˨   ŋ ɔː i ˨, k w ɔː k ˧   l ɔː i ˨   ŋ ɔː i ˨, k w ɔː k ˧   l ɔː i ˨   ɔː i ˨"
國內市場,"k w ɔː k ˧   n ɔː i ˨   s iː ˩ ˧   t sʰ œː ŋ ˨ ˩, k w ɔː k ˧   l ɔː i ˨   s iː ˩ ˧   t sʰ œː ŋ ˨ ˩"
國內生產,"k w ɔː k ˧   n ɔː i ˨   s ɐ ŋ ˥   t sʰ aː n ˧ ˥, k w ɔː k ˧   l ɔː i ˨   s ɐ ŋ ˥   t sʰ aː n ˧ ˥"
國內貿易,"k w ɔː k ˧   n ɔː i ˨   m ɐ u ˨   j ɪ k ˨, k w ɔː k ˧   l ɔː i ˨   m ɐ u ˨   j ɪ k ˨"
國劇,k w ɔː k ˧   kʰ ɛː k ˨
國力,k w ɔː k ˧   l ɪ k ˨
國務卿,k w ɔː k ˧   m o u ˨   h ɪ ŋ ˥
國務部長,k w ɔː k ˧   m o u ˨   p o u ˨   t s œː ŋ ˧ ˥
國務院,k w ɔː k ˧   m o u ˨   j yː n ˨
國勢,k w ɔː k ˧   s ɐ i ˧
國史,k w ɔː k ˧   s iː ˧ ˥
國名,k w ɔː k ˧   m ɪ ŋ ˨ ˩
國君,k w ɔː k ˧   k w ɐ n ˥
國土,k w ɔː k ˧   tʰ o u ˧ ˥
國境,k w ɔː k ˧   k ɪ ŋ ˧ ˥
國境線,k w ɔː k ˧   k ɪ ŋ ˧ ˥   s iː n ˧
國外,"k w ɔː k ˧   ŋ ɔː i ˨, k w ɔː k ˧   ɔː i ˨"
國外市場,"k w ɔː k ˧   ŋ ɔː i ˨   s iː ˩ ˧   t sʰ œː ŋ ˨ ˩, k w ɔː k ˧   ɔː i ˨   s iː ˩ ˧   t sʰ œː ŋ ˨ ˩"
國外貿易,"k w ɔː k ˧   ŋ ɔː i ˨   m ɐ u ˨   j ɪ k ˨, k w ɔː k ˧   ɔː i ˨   m ɐ u ˨   j ɪ k ˨"
國大,k w ɔː k ˧   t aː i ˨
國大代表,k w ɔː k ˧   t aː i ˨   t ɔː i ˨   p iː u ˧ ˥
國威,k w ɔː k ˧   w ɐ i ˥
國字口面,k w ɔː k ˧   t s iː ˨   h ɐ u ˧ ˥   m iː n ˨
國學,k w ɔː k ˧   h ɔː k ˨
國定,k w ɔː k ˧   t ɪ ŋ ˨
國定假日,k w ɔː k ˧   t ɪ ŋ ˨   k aː ˧   j ɐ t ˨
國定紀念日,"k w ɔː k ˧   t ɪ ŋ ˨   k e i ˧ ˥   n iː m ˨   j ɐ t ˨, k w ɔː k ˧   t ɪ ŋ ˨   k e i ˧ ˥   l iː m ˨   j ɐ t ˨"
國宴,k w ɔː k ˧   j iː n ˧
國家,k w ɔː k ˧   k aː ˥
國家主義,k w ɔː k ˧   k aː ˥   t s yː ˧ ˥   j iː ˨
國家元首,k w ɔː k ˧   k aː ˥   j yː n ˨ ˩   s ɐ u ˧ ˥
國家公園,k w ɔː k ˧   k aː ˥   k ʊ ŋ ˥   j yː n ˨ ˩
國家利益,k w ɔː k ˧   k aː ˥   l e i ˨   j ɪ k ˥
國家制度,k w ɔː k ˧   k aː ˥   t s ɐ i ˧   t o u ˨
國家化,k w ɔː k ˧   k aː ˥   f aː ˧
國家圖書館,k w ɔː k ˧   k aː ˥   tʰ o u ˨ ˩   s yː ˥   k uː n ˧ ˥
國家安全,"k w ɔː k ˧   k aː ˥   ɔː n ˥   t sʰ yː n ˨ ˩, k w ɔː k ˧   k aː ˥   ŋ ɔː n ˥   t sʰ yː n ˨ ˩"
國家標準,k w ɔː k ˧   k aː ˥   p iː u ˥   t s ɵ n ˧ ˥
國家機器,k w ɔː k ˧   k aː ˥   k e i ˥   h e i ˧
國家機密,k w ɔː k ˧   k aː ˥   k e i ˥   m ɐ t ˨
國家機構,k w ɔː k ˧   k aː ˥   k e i ˥   kʰ ɐ u ˧
國家機關,k w ɔː k ˧   k aː ˥   k e i ˥   k w aː n ˥
國家權力,k w ɔː k ˧   k aː ˥   kʰ yː n ˨ ˩   l ɪ k ˨
國家權力機關,k w ɔː k ˧   k aː ˥   kʰ yː n ˨ ˩   l ɪ k ˨   k e i ˥   k w aː n ˥
國家社會主義,k w ɔː k ˧   k aː ˥   s ɛː ˩ ˧   w uː i ˨   t s yː ˧ ˥   j iː ˨
國家考試,k w ɔː k ˧   k aː ˥   h aː u ˧ ˥   s iː ˧
國家至上,k w ɔː k ˧   k aː ˥   t s iː ˧   s œː ŋ ˨
國家興亡,k w ɔː k ˧   k aː ˥   h ɪ ŋ ˥   m ɔː ŋ ˨ ˩
國家資本主義,k w ɔː k ˧   k aː ˥   t s iː ˥   p uː n ˧ ˥   t s yː ˧ ˥   j iː ˨
國家銀行,"k w ɔː k ˧   k aː ˥   ŋ ɐ n ˨ ˩   h ɔː ŋ ˨ ˩, k w ɔː k ˧   k aː ˥   ɐ n ˨ ˩   h ɔː ŋ ˨ ˩"
國家隊,k w ɔː k ˧   k aː ˥   t ɵ y ˨
國家預算,k w ɔː k ˧   k aː ˥   j yː ˨   s yː n ˧
國富民安,"k w ɔː k ˧   f uː ˧   m ɐ n ˨ ˩   ɔː n ˥, k w ɔː k ˧   f uː ˧   m ɐ n ˨ ˩   ŋ ɔː n ˥"
國富民強,k w ɔː k ˧   f uː ˧   m ɐ n ˨ ˩   kʰ œː ŋ ˨ ˩
國寶,k w ɔː k ˧   p o u ˧ ˥
國寶級,k w ɔː k ˧   p o u ˧ ˥   kʰ ɐ p ˥
國帑,k w ɔː k ˧   tʰ ɔː ŋ ˧ ˥
國師,k w ɔː k ˧   s iː ˥
國度,k w ɔː k ˧   t o u ˨
國庫,k w ɔː k ˧   f uː ˧
國庫券,k w ɔː k ˧   f uː ˧   h yː n ˧
國徽,k w ɔː k ˧   f ɐ i ˥
國恥,k w ɔː k ˧   t sʰ iː ˧
國情,k w ɔː k ˧   t sʰ ɪ ŋ ˨ ˩
國慶,k w ɔː k ˧   h ɪ ŋ ˧
國慶日,k w ɔː k ˧   h ɪ ŋ ˧   j ɐ t ˨
國慶節,k w ɔː k ˧   h ɪ ŋ ˧   t s iː t ˧
國手,k w ɔː k ˧   s ɐ u ˧ ˥
國教,k w ɔː k ˧   k aː u ˧
國文,k w ɔː k ˧   m ɐ n ˨ ˩
𢫏國旗,kʰ ɐ m ˧ ˥   k w ɔː k ˧   kʰ e i ˨ ˩
國旗,k w ɔː k ˧   kʰ e i ˨ ˩
國會,k w ɔː k ˧   w uː i ˨
國會制,k w ɔː k ˧   w uː i ˨   t s ɐ i ˧
國會議員,k w ɔː k ˧   w uː i ˨   j iː ˩ ˧   j yː n ˨ ˩
國有,k w ɔː k ˧   j ɐ u ˩ ˧
國有化,k w ɔː k ˧   j ɐ u ˩ ˧   f aː ˧
國格,k w ɔː k ˧   k aː k ˧
國樂,"k w ɔː k ˧   ŋ ɔː k ˨, k w ɔː k ˧   ɔː k ˨"
國樂團,"k w ɔː k ˧   ŋ ɔː k ˨   tʰ yː n ˨ ˩, k w ɔː k ˧   ɔː k ˨   tʰ yː n ˨ ˩"
國歌,k w ɔː k ˧   k ɔː ˥
國步艱難,"k w ɔː k ˧   p o u ˨   k aː n ˥   n aː n ˨ ˩, k w ɔː k ˧   p o u ˨   k aː n ˥   l aː n ˨ ˩"
國殤,k w ɔː k ˧   s œː ŋ ˥
國民,k w ɔː k ˧   m ɐ n ˨ ˩
國民大會,k w ɔː k ˧   m ɐ n ˨ ˩   t aː i ˨   w uː i ˨
國民大會代表,k w ɔː k ˧   m ɐ n ˨ ˩   t aː i ˨   w uː i ˨   t ɔː i ˨   p iː u ˧ ˥
國民生產,k w ɔː k ˧   m ɐ n ˨ ˩   s ɐ ŋ ˥   t sʰ aː n ˧ ˥
國民生產毛額,"k w ɔː k ˧   m ɐ n ˨ ˩   s ɐ ŋ ˥   t sʰ aː n ˧ ˥   m o u ˨ ˩   ŋ aː k ˨, k w ɔː k ˧   m ɐ n ˨ ˩   s ɐ ŋ ˥   t sʰ aː n ˧ ˥   m o u ˨ ˩   aː k ˨"
國民生產總值,k w ɔː k ˧   m ɐ n ˨ ˩   s ɐ ŋ ˥   t sʰ aː n ˧ ˥   t s ʊ ŋ ˧ ˥   t s ɪ k ˨
國民經濟,k w ɔː k ˧   m ɐ n ˨ ˩   k ɪ ŋ ˥   t s ɐ i ˧
國民經濟計劃,k w ɔː k ˧   m ɐ n ˨ ˩   k ɪ ŋ ˥   t s ɐ i ˧   k ɐ i ˧   w aː k ˨
國民身分證,k w ɔː k ˧   m ɐ n ˨ ˩   s ɐ n ˥   f ɐ n ˨   t s ɪ ŋ ˧
國民軍,k w ɔː k ˧   m ɐ n ˨ ˩   k w ɐ n ˥
國民黨,k w ɔː k ˧   m ɐ n ˨ ˩   t ɔː ŋ ˧ ˥
國泰民安,"k w ɔː k ˧   tʰ aː i ˧   m ɐ n ˨ ˩   ɔː n ˥, k w ɔː k ˧   tʰ aː i ˧   m ɐ n ˨ ˩   ŋ ɔː n ˥"
國營,k w ɔː k ˧   j ɪ ŋ ˨ ˩
國營事業,k w ɔː k ˧   j ɪ ŋ ˨ ˩   s iː ˨   j iː p ˨
國營企業,k w ɔː k ˧   j ɪ ŋ ˨ ˩   kʰ e i ˩ ˧   j iː p ˨
國營商業,k w ɔː k ˧   j ɪ ŋ ˨ ˩   s œː ŋ ˥   j iː p ˨
國父,k w ɔː k ˧   f uː ˨
國片,k w ɔː k ˧   pʰ iː n ˧ ˥
國片商,k w ɔː k ˧   pʰ iː n ˧ ˥   s œː ŋ ˥
國片展,k w ɔː k ˧   pʰ iː n ˧ ˥   t s iː n ˧ ˥
國王,k w ɔː k ˧   w ɔː ŋ ˨ ˩
國璽,k w ɔː k ˧   s aː i ˧ ˥
國產,k w ɔː k ˧   t sʰ aː n ˧ ˥
國產品,k w ɔː k ˧   t sʰ aː n ˧ ˥   p ɐ n ˧ ˥
國界,k w ɔː k ˧   k aː i ˧
國界線,k w ɔː k ˧   k aː i ˧   s iː n ˧
國畫,k w ɔː k ˧   w aː ˧ ˥
國畫家,k w ɔː k ˧   w aː ˧ ˥   k aː ˥
國破家亡,k w ɔː k ˧   pʰ ɔː ˧   k aː ˥   m ɔː ŋ ˨ ˩
國稅,k w ɔː k ˧   s ɵ y ˧
國稅局,k w ɔː k ˧   s ɵ y ˧   k ʊ k ˨
國立,k w ɔː k ˧   l aː p ˨
國立大學,k w ɔː k ˧   l aː p ˨   t aː i ˨   h ɔː k ˨
國策,k w ɔː k ˧   t sʰ aː k ˧
國策顧問,k w ɔː k ˧   t sʰ aː k ˧   k uː ˧   m ɐ n ˨
國籍,k w ɔː k ˧   t s ɪ k ˨
國粹,k w ɔː k ˧   s ɵ y ˨
國腳,k w ɔː k ˧   k œː k ˧
國舅,k w ɔː k ˧   kʰ ɐ u ˩ ˧
國色,k w ɔː k ˧   s ɪ k ˥
國色天香,k w ɔː k ˧   s ɪ k ˥   tʰ iː n ˥   h œː ŋ ˥
國花,k w ɔː k ˧   f aː ˥
國葬,k w ɔː k ˧   t s ɔː ŋ ˧
國號,k w ɔː k ˧   h o u ˨
國術,k w ɔː k ˧   s ɵ t ˨
國計民生,k w ɔː k ˧   k ɐ i ˧   m ɐ n ˨ ˩   s ɐ ŋ ˥
國語,k w ɔː k ˧   j yː ˩ ˧
國語羅馬字,k w ɔː k ˧   j yː ˩ ˧   l ɔː ˨ ˩   m aː ˩ ˧   t s iː ˨
國貨,k w ɔː k ˧   f ɔː ˧
國貿,k w ɔː k ˧   m ɐ u ˨
國賊,k w ɔː k ˧   t sʰ aː k ˨
國賓,k w ɔː k ˧   p ɐ n ˥
國運昌隆,k w ɔː k ˧   w ɐ n ˨   t sʰ œː ŋ ˥   l ʊ ŋ ˨ ˩
國道,k w ɔː k ˧   t o u ˨
國都,k w ɔː k ˧   t o u ˥
國醫,k w ɔː k ˧   j iː ˥
國門,k w ɔː k ˧   m uː n ˨ ˩
國防,k w ɔː k ˧   f ɔː ŋ ˨ ˩
國防工業,k w ɔː k ˧   f ɔː ŋ ˨ ˩   k ʊ ŋ ˥   j iː p ˨
國防部,k w ɔː k ˧   f ɔː ŋ ˨ ˩   p o u ˨
國防部長,k w ɔː k ˧   f ɔː ŋ ˨ ˩   p o u ˨   t s œː ŋ ˧ ˥
國際,k w ɔː k ˧   t s ɐ i ˧
國際主義,k w ɔː k ˧   t s ɐ i ˧   t s yː ˧ ˥   j iː ˨
國際公制,k w ɔː k ˧   t s ɐ i ˧   k ʊ ŋ ˥   t s ɐ i ˧
國際公法,k w ɔː k ˧   t s ɐ i ˧   k ʊ ŋ ˥   f aː t ˧
國際公約,k w ɔː k ˧   t s ɐ i ˧   k ʊ ŋ ˥   j œː k ˧
國際勞動節,k w ɔː k ˧   t s ɐ i ˧   l o u ˨ ˩   t ʊ ŋ ˨   t s iː t ˧
國際化,k w ɔː k ˧   t s ɐ i ˧   f aː ˧
國際市場,k w ɔː k ˧   t s ɐ i ˧   s iː ˩ ˧   t sʰ œː ŋ ˨ ˩
國際帝國主義,k w ɔː k ˧   t s ɐ i ˧   t ɐ i ˧   k w ɔː k ˧   t s yː ˧ ˥   j iː ˨
國際慣例,k w ɔː k ˧   t s ɐ i ˧   k w aː n ˧   l ɐ i ˨
國際換日線,k w ɔː k ˧   t s ɐ i ˧   w uː n ˨   j ɐ t ˨   s iː n ˧
國際新聞,k w ɔː k ˧   t s ɐ i ˧   s ɐ n ˥   m ɐ n ˨ ˩
國際標準,k w ɔː k ˧   t s ɐ i ˧   p iː u ˥   t s ɵ n ˧ ˥
國際機場,k w ɔː k ˧   t s ɐ i ˧   k e i ˥   t sʰ œː ŋ ˨ ˩
國際法,k w ɔː k ˧   t s ɐ i ˧   f aː t ˧
國際法庭,k w ɔː k ˧   t s ɐ i ˧   f aː t ˧   tʰ ɪ ŋ ˨ ˩
國際法院,k w ɔː k ˧   t s ɐ i ˧   f aː t ˧   j yː n ˨
國際私法,k w ɔː k ˧   t s ɐ i ˧   s iː ˥   f aː t ˧
國際經濟,k w ɔː k ˧   t s ɐ i ˧   k ɪ ŋ ˥   t s ɐ i ˧
國際舞台,k w ɔː k ˧   t s ɐ i ˧   m o u ˩ ˧   tʰ ɔː i ˨ ˩
國際觀,k w ɔː k ˧   t s ɐ i ˧   k uː n ˥
國際貿易,k w ɔː k ˧   t s ɐ i ˧   m ɐ u ˨   j ɪ k ˨
國際都市,k w ɔː k ˧   t s ɐ i ˧   t o u ˥   s iː ˩ ˧
國際關係,k w ɔː k ˧   t s ɐ i ˧   k w aː n ˥   h ɐ i ˨
國際音標,k w ɔː k ˧   t s ɐ i ˧   j ɐ m ˥   p iː u ˥
國難,"k w ɔː k ˧   n aː n ˨ ˩, k w ɔː k ˧   l aː n ˨ ˩"
國魂,k w ɔː k ˧   w ɐ n ˨ ˩
圌,"t sʰ yː n ˧ ˥, t sʰ yː n ˨ ˩, s ɵ y ˨ ˩"
圍,w ɐ i ˨ ˩
圍剿,w ɐ i ˨ ˩   t s iː u ˧ ˥
圍墻,w ɐ i ˨ ˩   t sʰ œː ŋ ˨ ˩
圍屏,w ɐ i ˨ ˩   pʰ ɪ ŋ ˧ ˥
圍捕,w ɐ i ˨ ˩   p o u ˧ ˥
圍牆,w ɐ i ˨ ˩   t sʰ œː ŋ ˨ ˩
圍繞,w ɐ i ˨ ˩   j iː u ˧ ˥
圍裙,w ɐ i ˨ ˩   kʰ w ɐ n ˨ ˩
園,j yː n ˨ ˩
園圃,j yː n ˨ ˩   p o u ˧ ˥
圓,j yː n ˨ ˩
圓形,j yː n ˨ ˩   j ɪ ŋ ˨ ˩
圓溜溜,j yː n ˨ ˩   l ɐ u ˨   l ɐ u ˨
圓碌碌,j yː n ˨ ˩   l ʊ k ˥   l ʊ k ˥
圓肉,j yː n ˨ ˩   j ʊ k ˨
圓轆轆,j yː n ˨ ˩   l ʊ k ˥   l ʊ k ˥
圖,tʰ o u ˨ ˩
圖例,tʰ o u ˨ ˩   l ɐ i ˨
圖像,tʰ o u ˨ ˩   t s œː ŋ ˨
圖冊,tʰ o u ˨ ˩   t sʰ aː k ˧
圖利,tʰ o u ˨ ˩   l e i ˨
圖則,tʰ o u ˨ ˩   t s ɪ k ˥
圖名,tʰ o u ˨ ˩   m ɪ ŋ ˨ ˩
圖名圖利,tʰ o u ˨ ˩   m ɪ ŋ ˨ ˩   tʰ o u ˨ ˩   l e i ˨
圖形,tʰ o u ˨ ˩   j ɪ ŋ ˨ ˩
圖文,tʰ o u ˨ ˩   m ɐ n ˨ ˩
圖文並茂,tʰ o u ˨ ˩   m ɐ n ˨ ˩   p ɪ ŋ ˨   m ɐ u ˨
圖書,tʰ o u ˨ ˩   s yː ˥
圖書管理員,tʰ o u ˨ ˩   s yː ˥   k uː n ˧ ˥   l e i ˩ ˧   j yː n ˨ ˩
圖書館,tʰ o u ˨ ˩   s yː ˥   k uː n ˧ ˥
圖案,"tʰ o u ˨ ˩   ɔː n ˧, tʰ o u ˨ ˩   ŋ ɔː n ˧"
圖樣,tʰ o u ˨ ˩   j œː ŋ ˨
圖檔,tʰ o u ˨ ˩   t ɔː ŋ ˧
圖片,tʰ o u ˨ ˩   pʰ iː n ˧ ˥
圖版,tʰ o u ˨ ˩   p aː n ˧ ˥
圖畫,tʰ o u ˨ ˩   w aː ˧ ˥
圖畫冊,tʰ o u ˨ ˩   w aː ˧ ˥   t sʰ aː k ˧
圖畫書,tʰ o u ˨ ˩   w aː ˧ ˥   s yː ˥
圖畫紙,tʰ o u ˨ ˩   w aː ˧ ˥   t s iː ˧ ˥
圖示,tʰ o u ˨ ˩   s iː ˨
圖章,tʰ o u ˨ ˩   t s œː ŋ ˥
圖紙,tʰ o u ˨ ˩   t s iː ˧ ˥
圖表,tʰ o u ˨ ˩   p iː u ˧ ˥
圖解,tʰ o u ˨ ˩   k aː i ˧ ˥
圖謀,tʰ o u ˨ ˩   m ɐ u ˨ ˩
圖迹,tʰ o u ˨ ˩   t s ɪ k ˥
圖釘,tʰ o u ˨ ˩   t ɪ ŋ ˥
圖鑑,tʰ o u ˨ ˩   k aː m ˧
圖鑒,tʰ o u ˨ ˩   k aː m ˧
圖騰,tʰ o u ˨ ˩   tʰ ɐ ŋ ˨ ˩
圖騰崇拜,tʰ o u ˨ ˩   tʰ ɐ ŋ ˨ ˩   s ʊ ŋ ˨ ˩   p aː i ˧
團,tʰ yː n ˨ ˩
團員,tʰ yː n ˨ ˩   j yː n ˨ ˩
團圓,tʰ yː n ˨ ˩   j yː n ˨ ˩
團圓飯,tʰ yː n ˨ ˩   j yː n ˨ ˩   f aː n ˨
團團,tʰ yː n ˨ ˩   tʰ yː n ˨ ˩
團團圍住,tʰ yː n ˨ ˩   tʰ yː n ˨ ˩   w ɐ i ˨ ˩   t s yː ˨
團團轉,tʰ yː n ˨ ˩   tʰ yː n ˨ ˩   t s yː n ˧
團年,"tʰ yː n ˨ ˩   n iː n ˨ ˩, tʰ yː n ˨ ˩   l iː n ˨ ˩"
團年飯,"tʰ yː n ˨ ˩   n iː n ˨ ˩   f aː n ˨, tʰ yː n ˨ ˩   l iː n ˨ ˩   f aː n ˨"
團結,tʰ yː n ˨ ˩   k iː t ˧
團結一致,tʰ yː n ˨ ˩   k iː t ˧   j ɐ t ˥   t s iː ˧
團結就是力量,tʰ yː n ˨ ˩   k iː t ˧   t s ɐ u ˨   s iː ˨   l ɪ k ˨   l œː ŋ ˨
團聚,tʰ yː n ˨ ˩   t s ɵ y ˨
團購,tʰ yː n ˨ ˩   kʰ ɐ u ˧
團長,tʰ yː n ˨ ˩   t s œː ŋ ˧ ˥
團隊,tʰ yː n ˨ ˩   t ɵ y ˨
團隊精神,tʰ yː n ˨ ˩   t ɵ y ˨   t s ɪ ŋ ˥   s ɐ n ˨ ˩
團體,tʰ yː n ˨ ˩   tʰ ɐ i ˧ ˥
圛,j ɪ k ˨
圜,"j yː n ˨ ˩, w aː n ˨ ˩"
圞,l yː n ˨ ˩
土,tʰ o u ˧ ˥
土佬,tʰ o u ˧ ˥   l o u ˧ ˥
土匪,tʰ o u ˧ ˥   f e i ˧ ˥
土地,tʰ o u ˧ ˥   t e i ˨
土地改革,tʰ o u ˧ ˥   t e i ˨   k ɔː i ˧ ˥   k aː k ˧
土地稅,tʰ o u ˧ ˥   t e i ˨   s ɵ y ˧
土墩,tʰ o u ˧ ˥   t ɵ n ˥
土壤,tʰ o u ˧ ˥   j œː ŋ ˨
土星,tʰ o u ˧ ˥   s ɪ ŋ ˥
土木工程,tʰ o u ˧ ˥   m ʊ k ˨   k ʊ ŋ ˥   t sʰ ɪ ŋ ˨ ˩
土木工程系,tʰ o u ˧ ˥   m ʊ k ˨   k ʊ ŋ ˥   t sʰ ɪ ŋ ˨ ˩   h ɐ i ˨
[土＋罧],l ɐ m ˧
